Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
House Tycoon 2,Haza Games,All Ages,1341,104072,38.0M+,Not Supported,Not Supported,7/15/2022,11/2/2024,40,Simulation,25K+,4506,https://www.roblox.com/games/10224049386/House-Tycoon-2?gameSearchSessionInfo=c06035b0-9e99-451c-a5a5-bde200b300e1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10224049386&amp;position=0&amp;universeId=3746418487,11/9/2024 23:55
pantril's Place,@pantril,All Ages,0,0,3,Not Supported,Not Supported,2/22/2017,6/7/2017,10,N/A,0,0,https://www.roblox.com/games/664589967/pantrils-Place?gameSearchSessionInfo=eeccf815-0b0f-4f0d-a27b-a4f8338fa031&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=664589967&amp;position=0&amp;universeId=280941241,11/9/2024 23:55
Liar's Table,Overhaul Entertainment,All Ages,1886,4309,287.2K+,Not Supported,Not Supported,10/19/2024,11/9/2024,40,N/A,472,78,https://www.roblox.com/games/80342862330041/Liars-Table?gameSearchSessionInfo=eeb52443-ef2e-4b18-80e4-df8813e5b3db&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=80342862330041&amp;position=0&amp;universeId=6691764291,11/9/2024 23:55
Hero Brawl,Hero Brawl,Ages 9+,1895,105712,255.3M+,Not Supported,Not Supported,8/17/2022,11/8/2024,20,Action,20K+,6546,https://www.roblox.com/games/10625506467/Hero-Brawl?gameSearchSessionInfo=3ae345be-b5af-402c-a978-2f4f993c3db2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10625506467&amp;position=0&amp;universeId=3854678859,11/9/2024 23:55
Jitensha - Fixed,@ygc_yumi,All Ages,26,9892,2.8M+,Not Supported,Not Supported,8/6/2023,10/22/2024,10,Simulation,3157,165,https://www.roblox.com/games/14336495826/Jitensha-Fixed?gameSearchSessionInfo=ddd2d905-a49d-45bb-8aca-46c28fd980c7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14336495826&amp;position=0&amp;universeId=4956505760,11/9/2024 23:55
Baldi's Basics (FIXED),@BenjaminA123456,All Ages,128,42355,26.6M+,Not Supported,Not Supported,7/22/2020,11/4/2024,100,Survival,10K+,3445,https://www.roblox.com/games/5401873142/Baldis-Basics-FIXED?gameSearchSessionInfo=1ce4adcc-716b-4011-a06d-6f0b58154c20&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5401873142&amp;position=0&amp;universeId=1890867864,11/9/2024 23:56
Roblox Studio But In Roblox,@ItzJimPlayz_YT,All Ages,7,1691,776.8K+,Not Supported,Not Supported,1/28/2022,10/27/2024,1,N/A,721,836,https://www.roblox.com/games/8662054798/Roblox-Studio-But-In-Roblox?gameSearchSessionInfo=300f66d4-eeb8-4eb7-b801-4c61f6910306&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8662054798&amp;position=0&amp;universeId=3294886712,11/9/2024 23:56
Source Bloxed [BETA],Turtle Station,Ages 13+,39,4307,103.5K+,Not Supported,Not Supported,1/24/2024,11/9/2024,50,N/A,667,154,https://www.roblox.com/games/16095991553/Source-Bloxed-BETA?gameSearchSessionInfo=5fff12f5-49eb-4c3c-9184-d2b7c82dfb2d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16095991553&amp;position=0&amp;universeId=5562765859,11/9/2024 23:56
Marching Band Hangout [Bloo24 Update],Ro-Corps International,All Ages,0,161,27.2K+,Not Supported,Not Supported,9/2/2024,10/14/2024,100,N/A,90,7,https://www.roblox.com/games/91005568012348/Marching-Band-Hangout-Bloo24-Update?gameSearchSessionInfo=e119d338-36b6-4afd-8328-daf1dbd36d7d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=91005568012348&amp;position=0&amp;universeId=6502321499,11/9/2024 23:56
Cart Ride Into NowDoTheHarlemShake!,@FluAgo,All Ages,0,7,248,Not Supported,Not Supported,2/12/2021,2/12/2021,50,N/A,2,1,https://www.roblox.com/games/6379414806/Cart-Ride-Into-NowDoTheHarlemShake?gameSearchSessionInfo=4c65f0b4-1e9c-4ca4-b7ea-ef1ba3c0af8a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6379414806&amp;position=0&amp;universeId=2367451972,11/9/2024 23:56
Cookie run: kingdom rp,@skytheredjay,All Ages,36,9132,296.4K+,Not Supported,Not Supported,4/15/2023,10/27/2024,17,N/A,1699,161,https://www.roblox.com/games/13137654651/Cookie-run-kingdom-rp?gameSearchSessionInfo=b5324685-075b-4969-bb35-0a2017a79c1d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13137654651&amp;position=0&amp;universeId=4585894350,11/9/2024 23:56
pet expand simulator,World Expand,All Ages,0,2,509,Not Supported,Not Supported,9/29/2024,11/9/2024,50,N/A,4,0,https://www.roblox.com/games/92061435557388/pet-expand-simulator?gameSearchSessionInfo=70c4c4f2-b589-48d9-bf58-4733f68c9384&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=92061435557388&amp;position=0&amp;universeId=6614136119,11/9/2024 23:56
Guess The Anime Character 🤔,Be the Star!,All Ages,315,1603,1.0M+,Not Supported,Not Supported,9/18/2024,11/4/2024,50,N/A,628,126,https://www.roblox.com/games/83085197847836/Guess-The-Anime-Character?gameSearchSessionInfo=1ce12c8e-2859-4bc5-b4bc-30088cc95886&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=83085197847836&amp;position=0&amp;universeId=6567718055,11/9/2024 23:56
OneSkyVed's Trolleybuses Place (indev),@OneSkyVed,All Ages,213,57611,12.1M+,Not Supported,Not Supported,9/11/2018,11/9/2024,40,Simulation,20K+,8940,https://www.roblox.com/games/2337102976/OneSkyVeds-Trolleybuses-Place-indev?gameSearchSessionInfo=86494f3d-43bd-4592-85dd-d687a04686f2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2337102976&amp;position=0&amp;universeId=345667450,11/9/2024 23:56
DON'T DIE,Badass Experiences,All Ages,1252,266587,210.5M+,Not Supported,Not Supported,7/23/2023,11/7/2024,70,Survival,272K+,33K+,https://www.roblox.com/games/14161770735/DONT-DIE?gameSearchSessionInfo=af07f3f0-c543-43cb-91e8-0467d82d96a7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14161770735&amp;position=0&amp;universeId=4901806610,11/9/2024 23:56
[NEW HYPERCAR!] Project Trackday,devGem,All Ages,222,278846,32.4M+,Not Supported,Not Supported,4/6/2020,10/24/2024,6,Sports & Racing,89K+,16K+,https://www.roblox.com/games/4864763388/NEW-HYPERCAR-Project-Trackday?gameSearchSessionInfo=a1ee0b08-03ac-4b24-9b3e-049a4f37d6b2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4864763388&amp;position=0&amp;universeId=1655411599,11/9/2024 23:56
Apocalypse Rising 2,Dualpoint Interactive,Ages 13+,1927,740032,103.0M+,Not Supported,Not Supported,6/12/2017,11/6/2024,30,Action,200K+,27K+,https://www.roblox.com/games/863266079/Apocalypse-Rising-2?gameSearchSessionInfo=fabd361c-2590-4eee-839e-a5244744afb4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=863266079&amp;position=0&amp;universeId=358276974,11/9/2024 23:56
HAZE PIECE,[HS] Haze Studios,Ages 9+,1360,1692380,209.1M+,Not Supported,Not Supported,6/7/2021,10/27/2024,12,RPG,703K+,28K+,https://www.roblox.com/games/6918802270/HAZE-PIECE?gameSearchSessionInfo=1831ae59-7754-431b-ac13-1ba846e28409&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6918802270&amp;position=0&amp;universeId=2644656496,11/9/2024 23:56
[AGATHA HARKNESS] Marvel Omega,Witch's Group for Gifted Youngsters,Ages 9+,2400,10143,1.8M+,Not Supported,Not Supported,10/14/2024,10/30/2024,24,N/A,4311,718,https://www.roblox.com/games/109629391874197/AGATHA-HARKNESS-Marvel-Omega?gameSearchSessionInfo=148d7693-2625-465a-ab11-76189944a636&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=109629391874197&amp;position=0&amp;universeId=6676099788,11/9/2024 23:56
Colorblast: Sprunki Roleplay,@iwishf0rcaik,Ages 9+,2092,13091,4.2M+,Not Supported,Not Supported,10/6/2024,11/9/2024,50,N/A,2014,498,https://www.roblox.com/games/134231029550210/Colorblast-Sprunki-Roleplay?gameSearchSessionInfo=d58266a4-e9fd-4a22-b152-f27f1c2fb06b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=134231029550210&amp;position=0&amp;universeId=6639950010,11/9/2024 23:56
The Vampire Legacies 1,The Vampire Legacies,All Ages,174,208591,62.9M+,Not Supported,Not Supported,6/17/2020,10/31/2024,30,Action,46K+,12K+,https://www.roblox.com/games/5194554335/The-Vampire-Legacies-1?gameSearchSessionInfo=e970019f-ea58-41b6-a440-166db68efdbb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5194554335&amp;position=0&amp;universeId=1813621385,11/9/2024 23:56
WWE 24 Roleplay (REVAMP),@JustCallMeYousef,Ages 9+,226,8193,7.5M+,Not Supported,Not Supported,4/22/2022,11/9/2024,30,Roleplay & Avatar Sim,2601,432,https://www.roblox.com/games/9431517274/WWE-24-Roleplay-REVAMP?gameSearchSessionInfo=54104af2-5d9e-4ee3-8dd9-df45dfabe29d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9431517274&amp;position=0&amp;universeId=3520336190,11/9/2024 23:56
Ultra Power Tycoon,Rainbow Flower Studios,Ages 9+,2061,527346,480.3M+,Not Supported,Not Supported,12/1/2021,8/6/2024,12,Simulation,251K+,52K+,https://www.roblox.com/games/8146731988/Ultra-Power-Tycoon?gameSearchSessionInfo=7b4b26ae-ce4c-44e8-ae40-8f12d3b442ab&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8146731988&amp;position=0&amp;universeId=3132040251,11/9/2024 23:56
[⚰️DUNGEONS UPD] Devas Of Creation,Devas Of Creation,Ages 13+,691,243850,20.6M+,Not Supported,Not Supported,10/10/2022,11/9/2024,1,RPG,118K+,12K+,https://www.roblox.com/games/11233948433/DUNGEONS-UPD-Devas-Of-Creation?gameSearchSessionInfo=f499151d-e583-47c5-85e4-61a63e7376d3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11233948433&amp;position=0&amp;universeId=4008157837,11/9/2024 23:56
[🌎️New Map]🔥Ultimate Anime Simulator,Open RBX,All Ages,707,120161,56.2M+,Not Supported,Not Supported,10/12/2022,11/1/2024,12,Simulation,106K+,7562,https://www.roblox.com/games/11250063361/New-Map-Ultimate-Anime-Simulator?gameSearchSessionInfo=05c2b10e-4699-4e1b-9dba-1b9949c1bc12&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11250063361&amp;position=0&amp;universeId=4012406005,11/9/2024 23:56
Valorized' Goober Sanctuary,@xELIASx30,All Ages,6,307,90.1K+,Not Supported,Not Supported,9/4/2024,11/9/2024,100,N/A,97,46,https://www.roblox.com/games/100049455332313/Valorized-Goober-Sanctuary-HAPPY-HALLOWEEN?gameSearchSessionInfo=598ed7fd-7dc3-4c52-9efb-c1b7f597deb5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=36&amp;page=searchPage&amp;placeId=100049455332313&amp;position=0&amp;universeId=6511105746,11/9/2024 23:56
classic obby ,@mewing_8669,All Ages,0,63,6019,Not Supported,Not Supported,7/29/2024,10/4/2024,50,N/A,183,9,https://www.roblox.com/games/18702429778/classic-obby?gameSearchSessionInfo=52bac95d-63e4-4096-b0c2-92c28bf179a8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18702429778&amp;position=0&amp;universeId=6337249842,11/9/2024 23:56
20th century studios real history,@Bl3ek995,All Ages,1,46,27.8K+,Not Supported,Not Supported,7/6/2024,10/11/2024,50,N/A,8,2,https://www.roblox.com/games/18363560327/20th-century-studios-real-history?gameSearchSessionInfo=2451938f-26f0-418e-b2a3-cfd238c8531f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18363560327&amp;position=0&amp;universeId=6225465464,11/9/2024 23:56
[BOSS🦑!] Magic Power Tycoon,Supreme Noob Club,Ages 9+,79,3813,3.0M+,Not Supported,Not Supported,2/6/2024,7/1/2024,12,Simulation,505,274,https://www.roblox.com/games/16257165255/BOSS-Magic-Power-Tycoon?gameSearchSessionInfo=e439fe7a-bd8d-4876-8059-8d21d1831ee2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16257165255&amp;position=0&amp;universeId=5610234223,11/9/2024 23:56
CRAZY CHEFS! 👨‍🍳,Suprise Studios!,All Ages,2907,42717,46.6M+,Not Supported,Not Supported,6/18/2024,10/29/2024,8,Simulation,8077,5118,https://www.roblox.com/games/18102078939/CRAZY-CHEFS?gameSearchSessionInfo=c85a07fa-6a8b-4e70-bd26-b7bbdc117b64&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18102078939&amp;position=0&amp;universeId=6136243726,11/9/2024 23:56
[🧡FREE COLOSSAMAX] Pet Simulator X Modded! ,99 Project,All Ages,560,61323,614.0K+,Not Supported,Not Supported,10/19/2024,11/9/2024,7,N/A,1323,255,https://www.roblox.com/games/98107948867311/FREE-TITANICS-Pet-Simulator-X-Modded?gameSearchSessionInfo=719e0da3-249f-470f-a3c5-e0d6e47cf119&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=98107948867311&amp;position=0&amp;universeId=6693432747,11/9/2024 23:56
BFDIA 14,@xxRei14,All Ages,0,6,1545,Not Supported,Not Supported,8/18/2024,8/27/2024,50,N/A,5,3,https://www.roblox.com/games/78173363608105/BFDIA-14?gameSearchSessionInfo=71902bd9-9e34-4243-b0b2-bf55fbeec4c6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=78173363608105&amp;position=0&amp;universeId=6434567505,11/9/2024 23:56
Bike Race,OwlVision,All Ages,773,538860,8.6M+,Not Supported,Not Supported,7/28/2024,10/13/2024,8,Simulation,39K+,776,https://www.roblox.com/games/18691484874/Bike-Race?gameSearchSessionInfo=3913b73f-c950-4128-8da6-3b8bd148be29&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18691484874&amp;position=0&amp;universeId=6333498611,11/9/2024 23:56
nico's nextbots ,nico's stu,Ages 9+,1582,2016588,539.6M+,Not Supported,Not Supported,7/5/2022,11/9/2024,35,Survival,680K+,58K+,https://www.roblox.com/games/10118559731/nicos-nextbots?gameSearchSessionInfo=5e6a51b8-1262-4656-a566-8f1bd0172dd6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10118559731&amp;position=0&amp;universeId=3717264063,11/9/2024 23:56
The Strongest Battlegrounds,Yielding Arts,Ages 9+,188424,4253456,9.0B+,Not Supported,Not Supported,8/2/2022,11/4/2024,15,Action,2M+,580K+,https://www.roblox.com/games/10449761463/The-Strongest-Battlegrounds?gameSearchSessionInfo=87e08597-4b21-47ef-92ad-4add7188fd51&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10449761463&amp;position=0&amp;universeId=3808081382,11/9/2024 23:57
Forge Frontier,Prota Games,All Ages,228,82625,38.1M+,Not Supported,Not Supported,10/9/2023,8/27/2024,20,Simulation,87K+,8401,https://www.roblox.com/games/15016307868/Forge-Frontier?gameSearchSessionInfo=7b663924-0fc6-4f7b-9495-03798c601c0b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=15016307868&amp;position=0&amp;universeId=5171397333,11/9/2024 23:57
Really Easy Obby! 🌈,05kz,All Ages,4927,82806,230.5M+,Not Supported,Not Supported,1/7/2022,11/9/2024,15,Obby & Platformer,10K+,5562,https://www.roblox.com/games/8472851459/Really-Easy-Obby?gameSearchSessionInfo=fdf23e92-44fd-492c-8d5d-e3e14b66ee6a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8472851459&amp;position=0&amp;universeId=3237615544,11/9/2024 23:57
WWE Wrestling Entertainment® Read Desc.,@tonyhawk12319,All Ages,0,6106,1.2M+,Not Supported,Not Supported,6/14/2010,7/24/2012,20,N/A,257,421,https://www.roblox.com/games/28814506/WWE-Wrestling-Entertainment-Read-Desc?gameSearchSessionInfo=0488b9e4-9412-4181-96ce-4eba8ded5c2f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=28814506&amp;position=0&amp;universeId=31249930,11/9/2024 23:57
[🔥UPD 9] Yeet A Cow!,Hype Interactive,All Ages,321,246799,3.6M+,Not Supported,Not Supported,7/3/2023,11/9/2024,10,Action,21K+,1768,https://www.roblox.com/games/13939913232/Yeet-A-Cow?gameSearchSessionInfo=a0e5a6a8-4b52-4816-9300-fb9c3626d64a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13939913232&amp;position=0&amp;universeId=4831379386,11/9/2024 23:57
HCBB 9v9 2.0,HCBB League,All Ages,990,67182,34.4M+,Not Supported,Not Supported,10/25/2021,11/7/2024,18,Sports & Racing,24K+,5621,https://www.roblox.com/games/7830150255/HCBB-9v9-2-0?gameSearchSessionInfo=8f133218-9bc3-4855-b8ca-2903faa1b5df&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7830150255&amp;position=0&amp;universeId=3032132418,11/9/2024 23:57
Boomerang Clicker Simulator 🪃,HQ Games.,All Ages,0,68,15.0K+,Not Supported,Not Supported,7/29/2023,8/1/2023,25,N/A,57,13,https://www.roblox.com/games/14231498898/Boomerang-Clicker-Simulator?gameSearchSessionInfo=c5d84203-1007-4af6-84a6-7185ccf6fe43&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14231498898&amp;position=0&amp;universeId=4922910057,11/9/2024 23:57
[👻15K LUCK] Jule's RNG,Jule Games,All Ages,1260,123686,9.6M+,Not Supported,Not Supported,3/27/2024,11/9/2024,20,Simulation,126K+,2450,https://www.roblox.com/games/16883974868/15K-LUCK-Jules-RNG?gameSearchSessionInfo=c9059616-beaf-436b-8520-d7d3efb2b8b5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16883974868&amp;position=0&amp;universeId=5800312217,11/9/2024 23:57
[🎁FREE] Find The Sprunki Morphs,Slanted Games,All Ages,1410,87645,82.0M+,Not Supported,Not Supported,7/5/2022,11/9/2024,15,Entertainment,45K+,8691,https://www.roblox.com/games/10119516531/NEW-Find-The-Sprunki-Morphs?gameSearchSessionInfo=6762c7f6-a935-4ef0-805f-e435e255a046&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10119516531&amp;position=0&amp;universeId=3717527902,11/9/2024 23:57
NO FILTER GAME,@Mr_Golem2345,All Ages,0,2,2050,Not Supported,Not Supported,3/9/2023,3/9/2023,6,N/A,0,18,https://www.roblox.com/games/12725211509/NO-FILTER-GAME?gameSearchSessionInfo=5b6d1d62-4cc2-4b4a-ad69-1780358fd924&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12725211509&amp;position=0&amp;universeId=4459741745,11/9/2024 23:57
[🩸] BloodFill,STUD 11,Ages 13+,80,5413,2.0M+,Not Supported,Not Supported,2/5/2024,11/9/2024,10,N/A,795,631,https://www.roblox.com/games/16243984031/BloodFill?gameSearchSessionInfo=dbafd96e-1fd8-4a54-87c7-81efd6b44701&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16243984031&amp;position=0&amp;universeId=5606534027,11/9/2024 23:57
[✨OLD PK XD] PK XD WORLD ,@Dandex_Games,All Ages,13,1528,892.6K+,Not Supported,Not Supported,9/19/2021,11/9/2024,30,N/A,346,163,https://www.roblox.com/games/7509700616/PK-XD-WORLD?gameSearchSessionInfo=c859fd44-78ae-4883-a092-e4f1032800eb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7509700616&amp;position=0&amp;universeId=2922273289,11/9/2024 23:57
🐸Animal Simulator,@ragnar9878,Ages 9+,7227,1699930,1.2B+,Not Supported,Not Supported,9/20/2020,10/22/2024,25,Roleplay & Avatar Sim,345K+,70K+,https://www.roblox.com/games/5712833750/Animal-Simulator?gameSearchSessionInfo=504c9dc2-6c07-410b-88c2-48ca10cd178a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5712833750&amp;position=0&amp;universeId=2023680558,11/9/2024 23:57
[ Content Deleted ],Marshmallow Agony Games,All Ages,0,675,342.7K+,Not Supported,Not Supported,9/26/2024,11/8/2024,6,N/A,268,100,https://www.roblox.com/games/99438741640004/Free-Admin-Pet-Simulator-99-Modded?gameSearchSessionInfo=027ca5de-e46d-4eed-afb0-df824483c401&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=99438741640004&amp;position=0&amp;universeId=6599474281,11/9/2024 23:57
Robot Tycoon,Smash Games.,Ages 9+,293,62875,37.1M+,Not Supported,Not Supported,9/5/2022,6/10/2024,5,Simulation,18K+,7378,https://www.roblox.com/games/10828925984/Robot-Tycoon?gameSearchSessionInfo=09b6644d-0e42-461f-8c15-4378f97e87ea&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10828925984&amp;position=0&amp;universeId=3911660863,11/9/2024 23:57
[BETA PREVIEW] Coraline: Evade The Others,ToyaStudio_Coraline,All Ages,0,1638,110.5K+,Not Supported,Not Supported,8/8/2024,11/8/2024,50,N/A,332,46,https://www.roblox.com/games/18860934161/BETA-PREVIEW-Coraline-Evade-The-Others?gameSearchSessionInfo=9246fef7-b935-47e8-a3ad-c5347b13148d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=38&amp;page=searchPage&amp;placeId=18860934161&amp;position=0&amp;universeId=6388353135,11/9/2024 23:57
Noob Controller🎮,@Tihon_Pihon,All Ages,145,3528,2.8M+,Not Supported,Not Supported,4/3/2023,11/9/2024,5,Simulation,709,245,https://www.roblox.com/games/12989932805/Noob-Controller?gameSearchSessionInfo=bdeefeee-a3b4-42b8-8e4e-c2b4c588fe4b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12989932805&amp;position=0&amp;universeId=4541566070,11/9/2024 23:57
Theater JKT48,@lemon_tree1132,All Ages,30,7879,4.6M+,Not Supported,Not Supported,12/16/2023,11/9/2024,23,Roleplay & Avatar Sim,968,120,https://www.roblox.com/games/15649935372/Theater-JKT48?gameSearchSessionInfo=43d377d8-7dcd-4192-a5fb-55cc8dc9a01e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15649935372&amp;position=0&amp;universeId=5405308470,11/9/2024 23:57
 Roblox Spirit Halloween 2024,@JohnTRoblo,All Ages,13,731,417.9K+,Not Supported,Not Supported,4/20/2024,9/18/2024,50,Entertainment,348,98,https://www.roblox.com/games/17206718012/Roblox-Spirit-Halloween-2024?gameSearchSessionInfo=e38148f2-b2ec-43c6-9495-eca4cc6836de&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17206718012&amp;position=0&amp;universeId=5890351170,11/9/2024 23:57
Limitless Technique,@JustEmil123,All Ages,0,63,13.2K+,Not Supported,Not Supported,2/5/2024,11/9/2024,14,N/A,46,8,https://www.roblox.com/games/16254366000/Limitless-Technique?gameSearchSessionInfo=0cdbe712-1b90-4306-9f0d-1ebf6d622854&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16254366000&amp;position=0&amp;universeId=5609385315,11/9/2024 23:57
💸 AFK for robux! 💸,Fun Fusion,All Ages,0,125,3984,Not Supported,Not Supported,6/16/2024,11/6/2024,7,N/A,30,7,https://www.roblox.com/games/17883723582/AFK-for-robux?gameSearchSessionInfo=77ebd57e-6146-4d0e-9171-e1c16d98e1c1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=17883723582&amp;position=0&amp;universeId=6128724524,11/9/2024 23:57
Tenuous' Workshop,@TenuousFlea,All Ages,1,59102,4.0M+,Not Supported,Not Supported,12/3/2021,8/13/2024,75,N/A,14K+,600,https://www.roblox.com/games/8157068051/Tenuous-Workshop?gameSearchSessionInfo=8af748ba-2a4d-4079-9d82-ba08648b2a87&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8157068051&amp;position=0&amp;universeId=3135436766,11/9/2024 23:57
Escape Bob the Dentist! SCARY OBBY,Decent Obbies,All Ages,413,42662,120.6M+,Not Supported,Not Supported,8/9/2022,9/29/2024,10,Obby & Platformer,7166,5497,https://www.roblox.com/games/10526052011/Escape-Bob-the-Dentist-SCARY-OBBY?gameSearchSessionInfo=8f62b2a6-a5b1-4af3-8434-95dbecb99aa1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10526052011&amp;position=0&amp;universeId=3828079001,11/9/2024 23:57
Hungry Sonic ,Wow Collabs,All Ages,350,6582,7.4M+,Not Supported,Not Supported,1/19/2023,10/3/2024,12,Survival,1003,603,https://www.roblox.com/games/12198291255/Hungry-Sonic?gameSearchSessionInfo=2db2317d-062b-4f27-b341-c9ebef5fa8fc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12198291255&amp;position=0&amp;universeId=4299279651,11/9/2024 23:57
